Canton,WeekNumber,Restaurant,Bar,Nightclubs,Retail,BarbersSalonSpa,EntertainmentTheaters,Schools,MaskInShop,TravelRestrictions,TourismPotential,1_Week_number,Total_cases,Active_infection,Daily_Infection,Daily_cases_by_Active_Avg,Total_death,Daily_death,Death_by_Active_Avg,Daily_cases_by_Active_Avg_NextWeek
NE,36,4,2,2,2,1,2,1,2,1,227,36,895.714,61.5714,5,0.0782802,84.1429,0.142857,0.00185529,0.101725
NW,11,5,3,3,2,2,3,3,0,0,329,11,3.85714,5.28571,1.14286,0.185714,0,0,0,0.1535
NW,12,0,0,0,0,0,0,0,0,0,329,12,23.1429,27.2857,4,0.1535,0,0,0,0.0699503
NW,13,0,0,0,0,0,0,0,0,0,329,13,48.7143,46.8571,3.28571,0.0699503,0,0,0,0.0582549
NW,14,0,0,0,0,0,0,0,0,0,329,14,74,50,3,0.0582549,0,0,0,0.0740498
NW,15,0,0,0,0,0,0,0,0,0,329,15,95.5714,46,3.42857,0.0740498,0.285714,0.142857,0.0031746,0.0189342
NW,16,0,0,0,0,0,0,0,0,0,329,16,106.286,29.5714,0.571429,0.0189342,2.14286,0.285714,0.00986394,0.047619
NW,17,0,0,0,0,0,0,0,0,0,329,17,108.286,10.4286,0.285714,0.047619,3,0,0,0.0761904
NW,18,0,0,0,1,1,0,0,0,0,329,18,112,5.57143,0.428571,0.0761904,3,0,0,0.0408163
NW,19,0,0,0,1,1,0,0,0,0,329,19,114.143,6.14286,0.285714,0.0408163,3,0,0,0.134467
NW,20,2,1,0,2,1,1,0,0,0,329,20,120.714,9.14286,1.14286,0.134467,3,0,0,0
NW,21,2,1,0,2,1,1,0,0,0,329,21,123,8.28571,0,0,3,0,0,0.142857
NW,22,2,1,0,2,1,1,0,0,0,329,22,123.286,1.85714,0.142857,0.142857,3,0,0,0
NW,23,3,1,2,2,1,2,0,0,0,329,23,124,1,0,0,3,0,0,0
NW,24,3,1,2,2,1,2,0,0,0,329,24,124,0.571429,0,0,3,0,0,0
NW,25,3,1,2,2,1,2,0,0,0,329,25,124,0,0,0,3,0,0,0
NW,26,4,2,2,2,1,2,0,0,0,329,26,124,0,0,0,3,0,0,0
NW,27,4,2,2,2,1,2,0,0,0,329,27,124,0,0,0,3,0,0,0.214286
NW,28,4,2,2,2,1,2,0,1,0,329,28,125.143,1.42857,0.285714,0.214286,3,0,0,0.0833333
NW,29,4,2,2,2,1,2,0,1,0,329,29,127,3.28571,0.285714,0.0833333,3,0,0,0
NW,30,4,2,2,2,1,2,0,1,0,329,30,128,2.57143,0,0,3,0,0,0.0714286
NW,31,4,2,2,2,1,2,0,1,0,329,31,128.571,1.42857,0.142857,0.0714286,3,0,0,0.119048
NW,32,4,2,2,2,1,2,0,1,0,329,32,130,2.28571,0.285714,0.119048,3,0,0,0
NW,33,4,2,2,2,1,2,0,1,0,329,33,131,2.28571,0,0,3,0,0,0
NW,34,4,2,2,2,1,2,2,1,0,329,34,131,0.714286,0,0,3,0,0,0.142857
NW,35,4,2,2,2,1,2,2,1,0,329,35,132.571,1.85714,0.285714,0.142857,3,0,0,0.139456
NW,36,4,2,2,2,1,2,2,1,0,329,36,135.857,5.57143,0.714286,0.139456,3,0,0,0.0238096
OW,11,5,3,3,2,2,3,3,0,0,673,11,0.428571,0.571429,0.142857,0.142857,0,0,0,0
OW,12,0,0,0,0,0,0,0,0,0,673,12,1,4.28571,0,0,0,0,0,0.185926
OW,13,0,0,0,0,0,0,0,0,0,673,13,31,33.5714,5.14286,0.185926,0,0,0,0.0548226
OW,14,0,0,0,0,0,0,0,0,0,673,14,51.5714,49.2857,2.71429,0.0548226,0,0,0,0.0265051
OW,15,0,0,0,0,0,0,0,0,0,673,15,61.2857,27.4286,0.857143,0.0265051,0,0,0,0.047619
OW,16,0,0,0,0,0,0,0,0,0,673,16,64.7143,11.8571,0.571429,0.047619,0,0,0,0.0839001
OW,17,0,0,0,0,0,0,0,0,0,673,17,68.8571,8.42857,0.714286,0.0839001,0,0,0,0.0714286
OW,18,0,0,0,1,1,0,0,0,0,673,18,77.5714,12.7143,1,0.0714286,0,0,0,0.0119048
OW,19,0,0,0,1,1,0,0,0,0,673,19,79,9,0.142857,0.0119048,0,0,0,0
OW,20,2,1,0,2,1,1,0,0,0,673,20,79,0.857143,0,0,0,0,0,0.142857
OW,21,2,1,0,2,1,1,0,0,0,673,21,81.2857,2.71429,0.428571,0.142857,0,0,0,0
OW,22,2,1,0,2,1,1,0,0,0,673,22,82,3,0,0,0,0,0,0
OW,23,3,1,2,2,1,2,0,0,0,673,23,82,0.285714,0,0,0,0,0,0
OW,24,3,1,2,2,1,2,0,0,0,673,24,82,0,0,0,0,0,0,0
OW,25,3,1,2,2,1,2,0,0,0,673,25,82,0,0,0,0,0,0,0
OW,26,4,2,2,2,1,2,0,0,0,673,26,82,0.142857,0,0,0,0,0,0.142857
OW,27,4,2,2,2,1,2,0,0,0,673,27,83,1.14286,0.142857,0.142857,0,0,0,0.157143
OW,28,4,2,2,2,1,2,0,1,0,673,28,85.7143,4.14286,0.571429,0.157143,0,0,0,0.0285714
OW,29,4,2,2,2,1,2,0,1,0,673,29,88,5,0.142857,0.0285714,0,0,0,0.0476191
OW,30,4,2,2,2,1,2,0,1,0,673,30,89.8571,3.71429,0.285714,0.0476191,0,0,0,0.0714286
OW,31,4,2,2,2,1,2,0,1,0,673,31,91.2857,3.42857,0.285714,0.0714286,0,0,0,0.0714286
OW,32,4,2,2,2,1,2,0,1,0,673,32,93.7143,4.14286,0.285714,0.0714286,0,0,0,0.0285714
OW,33,4,2,2,2,1,2,0,1,0,673,33,95,3.42857,0.142857,0.0285714,0,0,0,0.145578
OW,34,4,2,2,2,1,2,2,1,0,673,34,99.1429,5.85714,0.857143,0.145578,0,0,0,0.0701299
OW,35,4,2,2,2,1,2,2,1,0,673,35,104.429,10.2857,0.714286,0.0701299,0,0,0,0.0142857
OW,36,4,2,2,2,1,2,2,1,0,673,36,107,7,0.142857,0.0142857,0,0,0,0.0714286
SG,11,5,3,3,2,2,3,3,0,0,984,11,9.42857,11.2857,1.85714,0.12381,0,0,0,0.15506
SG,12,0,0,0,0,0,0,0,0,0,984,12,71.7143,94.5714,11.8571,0.15506,0,0,0,0.147739
SG,13,0,0,0,0,0,0,0,0,0,984,13,271.857,289.714,38.1429,0.147739,2.28571,0.714286,0.00238691,0.0565062
SG,14,0,0,0,0,0,0,0,0,0,984,14,450.143,374.571,21.4286,0.0565062,7.85714,0.571429,0.00153994,0.0596961
SG,15,0,0,0,0,0,0,0,0,0,984,15,599,315.857,19.1429,0.0596961,15.8571,1.71429,0.00551189,0.037175
SG,16,0,0,0,0,0,0,0,0,0,984,16,682,219.143,8,0.037175,24.4286,0.857143,0.00407642,0.0659107
SG,17,0,0,0,0,0,0,0,0,0,984,17,735.429,126.571,8,0.0659107,29.8571,0.571429,0.00448539,0.0394353
SG,18,0,0,0,1,1,0,0,0,0,984,18,780.286,94.2857,3.85714,0.0394353,32.7143,0.285714,0.00285714,0.0241644
SG,19,0,0,0,1,1,0,0,0,0,984,19,795.571,53.2857,1.42857,0.0241644,33.8571,0.285714,0.0063492,0.0308913
SG,20,2,1,0,2,1,1,0,0,0,984,20,802.286,19,0.714286,0.0308913,36,0.142857,0.005291,0.0448718
SG,21,2,1,0,2,1,1,0,0,0,984,21,806.714,10.1429,0.571429,0.0448718,36,0,0,0.0238096
SG,22,2,1,0,2,1,1,0,0,0,984,22,807.714,4.85714,0.142857,0.0238096,36.7143,0.142857,0.0238096,0.0714286
SG,23,3,1,2,2,1,2,0,0,0,984,23,808.714,2,0.142857,0.0714286,37,0,0,0.0952381
SG,24,3,1,2,2,1,2,0,0,0,984,24,810.429,2.85714,0.285714,0.0952381,37,0,0,0.116883
SG,25,3,1,2,2,1,2,0,0,1,984,25,817.429,10.1429,1.28571,0.116883,37.7143,0.142857,0.012987,0.0902761
SG,26,4,2,2,2,1,2,0,0,1,984,26,827.286,18.7143,1.57143,0.0902761,38,0,0,0.1388
SG,27,4,2,2,2,1,2,0,0,1,984,27,858.286,45.5714,5.57143,0.1388,38,0,0,0.0809748
SG,28,4,2,2,2,1,2,0,1,1,984,28,898.143,74.1429,5.71429,0.0809748,39,0.142857,0.00238096,0.0447954
SG,29,4,2,2,2,1,2,0,1,1,984,29,928.143,67.1429,3.14286,0.0447954,39,0,0,0.0901841
SG,30,4,2,2,2,1,2,0,1,1,984,30,963.714,66.1429,6,0.0901841,39.5714,0.142857,0.00223214,0.0768053
SG,31,4,2,2,2,1,2,0,1,1,984,31,1003.86,77.2857,5.71429,0.0768053,40,0,0,0.0844309
SG,32,4,2,2,2,1,2,0,1,1,984,32,1041.57,80.2857,6.71429,0.0844309,40,0,0,0.10963
SG,33,4,2,2,2,1,2,2,1,1,984,33,1110.57,112,12,0.10963,40,0,0,0.0691713
SG,34,4,2,2,2,1,2,2,1,1,984,34,1190.43,149.571,10.2857,0.0691713,41,0.142857,0.000992063,0.0483614
SG,35,4,2,2,2,1,2,2,1,1,984,35,1242.43,127.714,6.14286,0.0483614,41,0,0,0.0763658
SG,36,4,2,2,2,1,2,2,1,1,984,36,1288,96.8571,7.14286,0.0763658,41,0,0,0.111533
SH,11,5,3,3,2,2,3,3,0,0,155,11,0.714286,1,0.142857,0.142857,0,0,0,0.26329
SH,12,0,0,0,0,0,0,0,0,0,155,12,14.1429,18.4286,4.14286,0.26329,0,0,0,0.0428053
SH,13,0,0,0,0,0,0,0,0,0,155,13,36.4286,36.8571,1.57143,0.0428053,0,0,0,0.0414966
SH,14,0,0,0,0,0,0,0,0,0,155,14,45.7143,28.4286,1.14286,0.0414966,0.857143,0.142857,0.00396826,0.0732142
SH,15,0,0,0,0,0,0,0,0,0,155,15,52.4286,15.5714,1.14286,0.0732142,1,0,0,0.054945
SH,16,0,0,0,0,0,0,0,0,0,155,16,59.4286,13.4286,0.714286,0.054945,1,0,0,0.090891
SH,17,0,0,0,0,0,0,0,0,0,155,17,66.7143,14.7143,1.42857,0.090891,3.14286,0.571429,0.0410256,0.027451
SH,18,0,0,0,1,1,0,0,0,0,155,18,74.4286,14.4286,0.428571,0.027451,5.85714,0.142857,0.00952381,0.0809524
SH,19,0,0,0,1,1,0,0,0,0,155,19,75.8571,8.14286,0.428571,0.0809524,6,0,0,0
SH,20,2,1,0,2,1,1,0,0,0,155,20,78,3.28571,0,0,6,0,0,0
SH,21,2,1,0,2,1,1,0,0,0,155,21,78,1.71429,0,0,6,0,0,0
SH,22,2,1,0,2,1,1,0,0,0,155,22,78,0,0,0,6,0,0,0
SH,23,3,1,2,2,1,2,0,0,0,155,23,78,0.142857,0,0,6,0,0,0.142857
SH,24,3,1,2,2,1,2,0,0,0,155,24,79,1.28571,0.142857,0.142857,7,0.142857,0.142857,0.0952381
SH,25,3,1,2,2,1,2,0,0,1,155,25,81,2.85714,0.285714,0.0952381,7,0,0,0
SH,26,4,2,2,2,1,2,0,0,1,155,26,81,2,0,0,7,0,0,0.142857
SH,27,4,2,2,2,1,2,0,0,1,155,27,83,2.28571,0.285714,0.142857,7,0,0,0.0857143
SH,28,4,2,2,2,1,2,0,1,1,155,28,85.8571,5.28571,0.428571,0.0857143,7,0,0,0.148565
SH,29,4,2,2,2,1,2,0,1,1,155,29,96.8571,15.1429,2,0.148565,7,0,0,0.0398883
SH,30,4,2,2,2,1,2,0,1,1,155,30,103.714,17.8571,0.714286,0.0398883,8,0.142857,0.00892857,0.096506
SH,31,4,2,2,2,1,2,0,1,1,155,31,113.857,17.5714,1.71429,0.096506,8,0,0,0.0973648
SH,32,4,2,2,2,1,2,0,1,1,155,32,130.429,28.2857,2.57143,0.0973648,8,0,0,0.0721255
SH,33,4,2,2,2,1,2,1,1,1,155,33,146.143,33,2.28571,0.0721255,8,0,0,0.0411285
SH,34,4,2,2,2,1,2,1,1,1,155,34,159.143,27,1.28571,0.0411285,8,0,0,0.015735
SH,35,4,2,2,2,1,2,1,1,1,155,35,161.857,13.2857,0.285714,0.015735,8,0,0,0.105442
SH,36,4,2,2,2,1,2,1,1,1,155,36,166,6.85714,0.714286,0.105442,8,0,0,0.108704
SO,11,5,3,3,2,2,3,3,0,0,431,11,1,1,0,0,0,0,0,0.142857
SO,12,0,0,0,0,0,0,0,0,0,431,12,28.8571,41.7143,9.28571,0.142857,0,0,0,0.124998
SO,13,0,0,0,0,0,0,0,0,0,431,13,141.286,153.857,17.7143,0.124998,1.14286,0.285714,0.00214282,0.0501399
SO,14,0,0,0,0,0,0,0,0,0,431,14,224.857,192.714,9.71429,0.0501399,2.71429,0.142857,0.000632111,0.0604269
SO,15,0,0,0,0,0,0,0,0,0,431,15,285.429,139.143,8.14286,0.0604269,4.57143,0.571429,0.00431887,0.0514932
SO,16,0,0,0,0,0,0,0,0,0,431,16,339.429,109.286,5.71429,0.0514932,8.71429,0.571429,0.0056437,0.0431235
SO,17,0,0,0,0,0,0,0,0,0,431,17,370.286,80.1429,3.57143,0.0431235,12.5714,0.571429,0.00799797,0.0580019
SO,18,0,0,0,1,1,0,0,0,0,431,18,388.143,46.4286,2.57143,0.0580019,15,0,0,0.038343
SO,19,0,0,0,1,1,0,0,0,0,431,19,404.571,33.2857,1.28571,0.038343,15,0,0,0.0761424
SO,20,2,1,0,2,1,1,0,0,0,431,20,424.286,35.2857,2.85714,0.0761424,15,0,0,0.0530303
SO,21,2,1,0,2,1,1,0,0,0,431,21,436.857,30.4286,1.71429,0.0530303,16,0.142857,0.00446429,0.010989
SO,22,2,1,0,2,1,1,0,0,0,431,22,439.571,13.7143,0.142857,0.010989,17,0.142857,0.00793651,0.108843
SO,23,3,1,2,2,1,2,0,0,0,431,23,444.571,7.57143,0.857143,0.108843,17,0,0,0.0357143
SO,24,3,1,2,2,1,2,0,0,0,431,24,446.286,6.85714,0.285714,0.0357143,17,0,0,0.104762
SO,25,3,1,2,2,1,2,0,0,0,431,25,449.571,4.57143,0.428571,0.104762,17,0,0,0.0408163
SO,26,4,2,2,2,1,2,0,0,0,431,26,452.286,6.42857,0.285714,0.0408163,17,0,0,0.155261
SO,27,4,2,2,2,1,2,0,0,0,431,27,462.143,14.4286,2.14286,0.155261,17,0,0,0.0702948
SO,28,3,1,1,2,1,2,0,1,0,431,28,478.571,28.2857,1.85714,0.0702948,17,0,0,0.0777311
SO,29,3,1,1,2,1,2,0,1,0,431,29,497.143,34.4286,2.71429,0.0777311,17,0,0,0.0537793
SO,30,3,1,1,2,1,2,0,1,0,431,30,508,29,1.57143,0.0537793,18,0.142857,0.0047619,0.0799372
SO,31,3,1,1,2,1,2,0,1,0,431,31,523.429,26.8571,2.14286,0.0799372,18,0,0,0.0924241
SO,32,3,1,1,2,1,2,0,1,0,431,32,543.429,36.4286,3.14286,0.0924241,18,0,0,0.1196
SO,33,3,1,1,2,1,2,2,1,0,431,33,582.429,64.5714,7.14286,0.1196,18,0,0,0.0699829
SO,34,3,1,1,2,1,2,2,1,0,431,34,634.571,93.2857,6.42857,0.0699829,18,0,0,0.0726641
SO,35,3,1,1,2,1,2,2,1,0,431,35,670,87,6.28571,0.0726641,18,0,0,0.0626279
SO,36,3,1,1,2,1,2,2,1,0,431,36,714,78.1429,4.85714,0.0626279,18,0,0,0.0460906
SZ,11,5,3,3,2,2,3,3,0,0,565,11,7.85714,8.85714,1,0.091575,0,0,0,0
SZ,12,0,0,0,0,0,0,0,0,0,565,12,13,8.57143,0,0,0,0,0,0.170778
SZ,13,0,0,0,0,0,0,0,0,0,565,13,97.5714,106.143,16.4286,0.170778,0.571429,0.285714,0.00243518,0.0414174
SZ,14,0,0,0,0,0,0,0,0,0,565,14,154.143,147.286,6,0.0414174,4,0.428571,0.00305815,0.107412
SZ,15,0,0,0,0,0,0,0,0,0,565,15,212.429,107.857,11.5714,0.107412,8.57143,0.857143,0.00839894,0.0227467
SZ,16,0,0,0,0,0,0,0,0,0,565,16,262.143,104.857,2.42857,0.0227467,13.5714,0.571429,0.00538707,0.0634773
SZ,17,0,0,0,0,0,0,0,0,0,565,17,282.286,62.4286,3.57143,0.0634773,16.2857,0.428571,0.00846384,0.043158
SZ,18,0,0,0,1,1,0,0,0,0,565,18,299.429,36,1.57143,0.043158,20.1429,0.428571,0.0121628,0.0159151
SZ,19,0,0,0,1,1,0,0,0,0,565,19,305.286,20.1429,0.285714,0.0159151,22.5714,0.285714,0.0124224,0.0357143
SZ,20,2,1,0,2,1,1,0,0,0,565,20,306.571,5.57143,0.142857,0.0357143,23,0,0,0
SZ,21,2,1,0,2,1,1,0,0,0,565,21,307,1.57143,0,0,23,0,0,0
SZ,22,2,1,0,2,1,1,0,0,0,565,22,307,0.285714,0,0,23,0,0,0
SZ,23,3,1,2,2,1,2,0,0,0,565,23,307,0,0,0,23,0,0,0.142857
SZ,24,3,1,2,2,1,2,0,0,0,565,24,307.571,0.714286,0.142857,0.142857,23,0,0,0.0714286
SZ,25,3,1,2,2,1,2,0,0,0,565,25,308.429,2.14286,0.142857,0.0714286,23,0,0,0.211905
SZ,26,4,2,2,2,1,2,0,0,0,565,26,317.857,12.2857,2,0.211905,23,0,0,0.101144
SZ,27,4,2,2,2,1,2,0,0,0,565,27,335.286,28.1429,2.71429,0.101144,23,0,0,0.0749352
SZ,28,4,2,2,2,1,2,0,1,0,565,28,354.571,37.5714,2.85714,0.0749352,23,0,0,0.0508747
SZ,29,4,2,2,2,1,2,0,1,0,565,29,371,35.5714,1.85714,0.0508747,23.5714,0.142857,0.00408163,0.0612957
SZ,30,4,2,2,2,1,2,0,1,0,565,30,381.714,25.5714,1.57143,0.0612957,24.8571,0.142857,0.005291,0.0987832
SZ,31,4,2,2,2,1,2,0,1,0,565,31,397.714,27.5714,2.71429,0.0987832,25,0,0,0.0576799
SZ,32,4,2,2,2,1,2,0,1,0,565,32,413.143,31.8571,1.85714,0.0576799,25,0,0,0.0791522
SZ,33,4,2,2,2,1,2,0,1,0,565,33,429.857,32.4286,2.57143,0.0791522,25,0,0,0.0919771
SZ,34,4,2,2,2,1,2,2,1,0,565,34,451.429,40,3.42857,0.0919771,25,0,0,0.0708583
SZ,35,4,2,2,2,1,2,2,1,0,565,35,479.286,50.1429,3.57143,0.0708583,25,0,0,0.0492299
SZ,36,4,2,2,2,1,2,2,1,0,565,36,494.857,42.4286,2.14286,0.0492299,25,0,0,0.100117
TG,11,5,3,3,2,2,3,3,0,0,426,11,5.57143,7.85714,1.42857,0.188197,0,0,0,0.193385
TG,12,0,0,0,0,0,0,0,0,0,426,12,41.7143,50.4286,9.28571,0.193385,2.42857,0.428571,0.0135909,0.0806071
TG,13,0,0,0,0,0,0,0,0,0,426,13,110,111.714,9,0.0806071,3.71429,0.428571,0.00328936,0.0750089
TG,14,0,0,0,0,0,0,0,0,0,426,14,181.857,141,10.7143,0.0750089,6.85714,0.142857,0.0010582,0.0714948
TG,15,0,0,0,0,0,0,0,0,0,426,15,251.571,142.429,10.2857,0.0714948,7.85714,0.142857,0.00102041,0.0541609
TG,16,0,0,0,0,0,0,0,0,0,426,16,313,127.143,6.85714,0.0541609,11.1429,0.714286,0.00555081,0.0415394
TG,17,0,0,0,0,0,0,0,0,0,426,17,350.143,91.7143,3.85714,0.0415394,14,0.428571,0.00565941,0.0236461
TG,18,0,0,0,1,1,0,0,0,0,426,18,364.857,47.2857,1,0.0236461,17,0.142857,0.0021978,0.0478354
TG,19,0,0,0,1,1,0,0,0,0,426,19,374.143,21,1.14286,0.0478354,17,0,0,0.0367966
TG,20,2,1,0,2,1,1,0,0,0,426,20,377.571,11.5714,0.428571,0.0367966,17,0,0,0.0357143
TG,21,2,1,0,2,1,1,0,0,0,426,21,379.286,4.71429,0.142857,0.0357143,17.7143,0.142857,0.0285714,0.107143
TG,22,2,1,0,2,1,1,0,0,0,426,22,381,3.42857,0.428571,0.107143,18,0,0,0
TG,23,3,1,2,2,1,2,0,0,0,426,23,383,3.71429,0,0,18,0,0,0.0357143
TG,24,3,1,2,2,1,2,0,0,0,426,24,384,2.57143,0.142857,0.0357143,18,0,0,0.0714286
TG,25,3,1,2,2,1,2,0,0,1,426,25,384.714,1.71429,0.142857,0.0714286,18,0,0,0.180499
TG,26,4,2,2,2,1,2,0,0,1,426,26,389.143,6.42857,1.14286,0.180499,18,0,0,0.0978372
TG,27,4,2,2,2,1,2,0,0,1,426,27,399.571,16.1429,1.57143,0.0978372,18,0,0,0.0509011
TG,28,4,2,2,2,1,2,0,1,1,426,28,408,18.7143,1,0.0509011,18,0,0,0.121595
TG,29,4,2,2,2,1,2,0,1,1,426,29,422,24.4286,3,0.121595,18,0,0,0.077377
TG,30,4,2,2,2,1,2,0,1,1,426,30,443.571,37,2.85714,0.077377,18,0,0,0.0600348
