Canton,WeekNumber,Restaurant,Bar,Nightclubs,Retail,BarbersSalonSpa,EntertainmentTheaters,Schools,MaskInShop,TravelRestrictions,TourismPotential,1_Week_number,Total_cases,Active_infection,Daily_Infection,Daily_cases_by_Active_Avg,Total_death,Daily_death,Death_by_Active_Avg,Daily_cases_by_Active_Avg_NextWeek
TG,31,4,2,2,2,1,2,0,1,1,426,31,461.286,38.1429,2.28571,0.0600348,18.7143,0.142857,0.003663,0.0808822
TG,32,4,2,2,2,1,2,0,1,1,426,32,476.571,34,2.85714,0.0808822,19,0,0,0.10184
TG,33,4,2,2,2,1,2,2,1,1,426,33,510.571,51.8571,5.14286,0.10184,19,0,0,0.0680004
TG,34,4,2,2,2,1,2,2,1,1,426,34,547,71.1429,4.85714,0.0680004,19,0,0,0.0530012
TG,35,4,2,2,2,1,2,2,1,1,426,35,569.429,56.8571,3,0.0530012,19,0,0,0.0538716
TG,36,4,2,2,2,1,2,2,1,1,426,36,585.286,35.8571,1.85714,0.0538716,19,0,0,0.131912
TI,11,5,3,3,2,2,3,3,0,0,2271,11,167.286,209.571,34.8571,0.172287,1.85714,0.857143,0.00349434,0.133072
TI,12,0,0,0,0,0,0,0,0,0,2271,12,664.714,746,93.1429,0.133072,18.5714,4.42857,0.00549113,0.0954986
TI,13,0,0,0,0,0,0,0,0,0,2271,13,1482.57,1385.71,127.429,0.0954986,69.1429,8,0.00587644,0.0605486
TI,14,0,0,0,0,0,0,0,0,0,2271,14,2263.71,1569,95.8571,0.0605486,142.143,12,0.00765655,0.0451567
TI,15,0,0,0,0,0,0,0,0,0,2271,15,2711.57,1165.29,51.5714,0.0451567,216.714,9.57143,0.00829225,0.0385171
TI,16,0,0,0,0,0,0,0,0,0,2271,16,2956.43,631.857,23.2857,0.0385171,267,5.28571,0.00834333,0.0530599
TI,17,0,0,0,0,0,0,0,0,0,2271,17,3106,359.714,18.4286,0.0530599,297.286,3.57143,0.00979181,0.0455275
TI,18,0,0,0,1,1,0,0,0,0,2271,18,3203.43,234.286,10.5714,0.0455275,319.286,2.57143,0.0104171,0.0337916
TI,19,0,0,0,1,1,0,0,0,0,2271,19,3251,133.429,4.28571,0.0337916,332.857,2.28571,0.0181852,0.0471303
TI,20,2,1,0,2,1,1,0,0,0,2271,20,3274.71,63.8571,2.71429,0.0471303,340.857,0.285714,0.00534366,0.0651108
TI,21,2,1,0,2,1,1,0,0,0,2271,21,3295.86,43.5714,3,0.0651108,344.714,0.714286,0.0170845,0.0424221
TI,22,2,1,0,2,1,1,0,0,0,2271,22,3310.43,34.5714,1.42857,0.0424221,348,0.142857,0.00357143,0.0119048
TI,23,3,1,2,2,1,2,0,0,0,2271,23,3315.57,16.8571,0.142857,0.0119048,348.143,0.142857,0.0142857,0.130952
TI,24,3,1,2,2,1,2,0,0,0,2271,24,3317.29,6.28571,0.714286,0.130952,349.429,0.142857,0.0285714,0.0694444
TI,25,3,1,2,2,1,2,0,0,1,2271,25,3323.29,8.28571,0.571429,0.0694444,350,0,0,0.025974
TI,26,4,1,2,2,1,2,0,0,1,2271,26,3326.86,9.14286,0.285714,0.025974,350,0,0,0.172167
TI,27,4,1,2,2,1,2,0,0,1,2271,27,3335.57,14.8571,2.71429,0.172167,350,0,0,0.0952124
TI,28,4,1,2,2,1,2,0,1,1,2271,28,3363,39.2857,3.42857,0.0952124,350,0,0,0.0638286
TI,29,4,1,2,2,1,2,0,1,1,2271,29,3385.86,51.5714,3.28571,0.0638286,350,0,0,0.0624652
TI,30,4,1,2,2,1,2,0,1,1,2271,30,3414.57,50.1429,3.42857,0.0624652,350,0,0,0.0587701
TI,31,4,1,2,2,1,2,0,1,1,2271,31,3429.86,42.4286,2.57143,0.0587701,350,0,0,0.0666256
TI,32,4,1,2,2,1,2,0,1,1,2271,32,3446,31,2,0.0666256,350,0,0,0.0757065
TI,33,4,1,2,2,1,2,0,1,1,2271,33,3461.71,31.2857,2.42857,0.0757065,350,0,0,0.107984
TI,34,4,1,2,2,1,2,0,1,1,2271,34,3489.14,47.5714,4.85714,0.107984,350,0,0,0.0737013
TI,35,4,1,2,2,1,2,0,1,1,2271,35,3526.29,66.2857,4.71429,0.0737013,350,0,0,0.0541806
TI,36,4,1,2,2,1,2,1,1,1,2271,36,3550.14,57.8571,3.28571,0.0541806,350,0,0,0.0681255
UR,11,5,3,3,2,2,3,3,0,0,255,11,1.14286,1.42857,0.285714,0.142857,0,0,0,0.161565
UR,12,0,0,0,0,0,0,0,0,0,255,12,6.71429,9.57143,1.42857,0.161565,0,0,0,0.158781
UR,13,0,0,0,0,0,0,0,0,0,255,13,35.4286,38.4286,5.42857,0.158781,0,0,0,0.0452177
UR,14,0,0,0,0,0,0,0,0,0,255,14,60.5714,53,2.42857,0.0452177,0.857143,0.285714,0.00587001,0.0471478
UR,15,0,0,0,0,0,0,0,0,0,255,15,72.1429,33.8571,1.42857,0.0471478,3.42857,0.285714,0.00840336,0.00680271
UR,16,0,0,0,0,0,0,0,0,0,255,16,78,15.4286,0.142857,0.00680271,4.57143,0.142857,0.00892857,0.0571429
UR,17,0,0,0,0,0,0,0,0,0,255,17,78.2857,5.28571,0.285714,0.0571429,5,0,0,0.165699
UR,18,0,0,0,1,1,0,0,0,0,255,18,86.4286,9.57143,1.42857,0.165699,5.42857,0.142857,0.012987,0.0211931
UR,19,0,0,0,1,1,0,0,0,0,255,19,91.5714,12.7143,0.285714,0.0211931,6.85714,0.142857,0.010989,0.047619
UR,20,2,1,0,2,1,1,0,0,0,255,20,92.2857,4.85714,0.142857,0.047619,7,0,0,0
UR,21,2,1,0,2,1,1,0,0,0,255,21,93,1.28571,0,0,7,0,0,0
UR,22,2,1,0,2,1,1,0,0,0,255,22,93,0.571429,0,0,7,0,0,0
UR,23,3,1,2,2,1,2,0,0,0,255,23,93,0,0,0,7,0,0,0
UR,24,3,1,2,2,1,2,0,0,0,255,24,93,0,0,0,7,0,0,0
UR,25,3,1,2,2,1,2,0,0,0,255,25,93,0,0,0,7,0,0,0.142857
UR,26,4,2,2,2,1,2,0,0,0,255,26,93.4286,0.714286,0.142857,0.142857,7,0,0,0.1671
UR,27,4,2,2,2,1,2,0,0,0,255,27,101.714,10.1429,1.57143,0.1671,7,0,0,0.0394557
UR,28,4,2,2,2,1,2,0,1,0,255,28,107.857,14.7143,0.571429,0.0394557,7,0,0,0.0408163
UR,29,4,2,2,2,1,2,0,1,0,255,29,110.429,7.71429,0.285714,0.0408163,7,0,0,0.1
UR,30,4,2,2,2,1,2,0,1,0,255,30,113.714,5.71429,0.571429,0.1,7,0,0,0.0285714
UR,31,4,2,2,2,1,2,0,1,0,255,31,115.714,5.14286,0.142857,0.0285714,7,0,0,0.0285714
UR,32,4,2,2,2,1,2,0,1,0,255,32,117,2.85714,0.142857,0.0285714,7,0,0,0.161224
UR,33,4,2,2,2,1,2,0,1,0,255,33,120.857,6.14286,0.857143,0.161224,7,0,0,0.0785715
UR,34,4,2,2,2,1,2,2,1,0,255,34,128.286,12.1429,0.857143,0.0785715,7,0,0,0.0756802
UR,35,4,2,2,2,1,2,2,1,0,255,35,135.571,14.1429,1.14286,0.0756802,7,0,0,0
UR,36,4,2,2,2,1,2,2,1,0,255,36,137,8,0,0,7,0,0,0.0357143
VD,11,5,3,3,2,2,3,3,0,0,2913,11,296.286,402.714,75.1429,0.204734,2.85714,0.714286,0.00145647,0.134524
VD,12,0,0,0,0,0,0,0,0,0,2913,12,1464.71,1656.29,201.286,0.134524,17.1429,2.85714,0.00181223,0.0764995
VD,13,0,0,0,0,0,0,0,0,0,2913,13,2912.29,2698.71,202.571,0.0764995,55.1429,8.28571,0.00302208,0.0513724
VD,14,0,0,0,0,0,0,0,0,0,2913,14,4010.43,2449.29,129,0.0513724,142.286,14.8571,0.00611343,0.0442592
VD,15,0,0,0,0,0,0,0,0,0,2913,15,4641.29,1602.29,73.1429,0.0442592,237.286,11,0.0067906,0.0383301
VD,16,0,0,0,0,0,0,0,0,0,2913,16,4981.43,889.286,35.7143,0.0383301,308.571,10.1429,0.0114644,0.0456699
VD,17,0,0,0,0,0,0,0,0,0,2913,17,5163.57,480.429,22.5714,0.0456699,368.857,7.57143,0.0157112,0.049834
VD,18,0,0,0,1,1,0,0,0,0,2913,18,5281,278.286,14.1429,0.049834,404.429,3.57143,0.0127367,0.0486379
VD,19,0,0,0,1,1,0,0,0,0,2913,19,5356.43,181.143,9,0.0486379,416.286,0.857143,0.0051737,0.0428511
VD,20,2,1,0,2,1,1,0,0,0,2913,20,5404.86,116,5.28571,0.0428511,421.143,0.285714,0.00252844,0.051518
VD,21,2,1,0,2,1,1,0,0,0,2913,21,5429,66.5714,3.42857,0.051518,422,0,0,0.0463884
VD,22,2,1,0,2,1,1,0,0,0,2913,22,5445.86,37.8571,1.71429,0.0463884,422,0,0,0.0728986
VD,23,3,1,2,2,1,2,0,0,0,2913,23,5459.29,29.7143,2.14286,0.0728986,422,0,0,0.0785488
VD,24,3,1,2,2,1,2,0,0,0,2913,24,5475.71,30.8571,2.42857,0.0785488,422,0,0,0.0925622
VD,25,3,1,2,2,1,2,0,0,1,2913,25,5501,44.5714,4,0.0925622,422.857,0.142857,0.00340136,0.0967473
VD,26,4,2,2,2,1,2,0,0,1,2913,26,5539.57,68.2857,6.42857,0.0967473,424,0.142857,0.00246306,0.111115
VD,27,4,2,2,2,1,2,0,0,1,2913,27,5613.86,120,12.7143,0.111115,424,0,0,0.0749764
VD,28,4,2,2,2,1,2,0,2,1,2913,28,5698.71,164.143,12.1429,0.0749764,424,0,0,0.075602
VD,29,4,2,2,2,1,2,0,2,1,2913,29,5788.71,175.857,13.2857,0.075602,424,0,0,0.0642209
VD,30,4,2,2,2,1,2,0,2,1,2913,30,5866.14,167.143,10.7143,0.0642209,424,0,0,0.110156
VD,31,4,2,2,2,1,2,0,2,1,2913,31,6001,222.857,24.1429,0.110156,424.429,0.142857,0.000602773,0.0592951
VD,32,4,2,2,2,1,2,0,2,1,2913,32,6136.71,275.857,16.2857,0.0592951,425,0,0,0.0884446
VD,33,4,2,2,2,1,2,0,2,1,2913,33,6285.14,286.857,25.2857,0.0884446,426,0.428571,0.0014538,0.109234
VD,34,4,2,2,2,1,2,0,2,1,2913,34,6549.29,448.429,48.1429,0.109234,429.857,0.285714,0.000819984,0.0926334
VD,35,4,2,2,2,1,2,1,2,1,2913,35,6966.29,723.714,65.7143,0.0926334,431.286,0.285714,0.000405909,0.0945425
VD,36,4,2,2,2,1,2,1,2,1,2913,36,7560.29,1061.57,99.2857,0.0945425,433.429,0.285714,0.000285429,0.0902736
VS,11,5,3,3,2,2,3,3,0,0,4129,11,58.7143,79.8571,14.7143,0.197706,0.571429,0.285714,0.00231807,0.160583
VS,12,0,0,0,0,0,0,0,0,0,4129,12,361,418.429,60,0.160583,6.28571,1.28571,0.00306744,0.089468
VS,13,0,0,0,0,0,0,0,0,0,4129,13,866.143,859,74.2857,0.089468,19.4286,2.85714,0.00319777,0.0565166
VS,14,0,0,0,0,0,0,0,0,0,4129,14,1315.29,939.857,54,0.0565166,45.7143,3.71429,0.00395828,0.0478517
VS,15,0,0,0,0,0,0,0,0,0,4129,15,1595.71,682.286,33.8571,0.0478517,76.4286,4.85714,0.00726698,0.0397597
VS,16,0,0,0,0,0,0,0,0,0,4129,16,1740.43,390.571,15.7143,0.0397597,98,2.28571,0.00637566,0.0412105
VS,17,0,0,0,0,0,0,0,0,0,4129,17,1822,208.429,8.85714,0.0412105,121.857,3.42857,0.0164749,0.0558834
VS,18,0,0,0,1,1,0,0,0,0,4129,18,1882.29,132.571,7.85714,0.0558834,137.286,1.57143,0.0120297,0.0322837
VS,19,0,0,0,1,1,0,0,0,0,4129,19,1911.71,83.4286,2.85714,0.0322837,146.286,0.857143,0.00947369,0.0639592
VS,20,2,1,0,2,1,1,0,0,0,4129,20,1927.57,40.7143,2.71429,0.0639592,150,0.285714,0.00539083,0.0224654
VS,21,2,1,0,2,1,1,0,0,0,4129,21,1938.57,25.2857,0.571429,0.0224654,152,0.285714,0.00921659,0.0681552
VS,22,2,1,0,2,1,1,0,0,0,4129,22,1946.14,17.4286,1.28571,0.0681552,152,0,0,0.0834755
VS,23,3,1,2,2,1,2,0,0,0,4129,23,1953.71,16.4286,1.42857,0.0834755,152,0,0,0.101999
VS,24,3,1,2,2,1,2,0,0,0,4129,24,1971.71,26.8571,2.57143,0.101999,152.429,0.142857,0.0047619,0.0890606
VS,25,3,1,2,2,1,2,0,0,1,4129,25,1992,40,3.57143,0.0890606,153,0,0,0.104262
VS,26,4,2,2,2,1,2,0,0,1,4129,26,2029.71,62.2857,6.28571,0.104262,153,0,0,0.0537365
VS,27,4,2,2,2,1,2,0,0,1,4129,27,2064.29,71.7143,3.85714,0.0537365,153,0,0,0.0567513
VS,28,4,2,2,2,1,2,0,1,1,4129,28,2082.86,49.1429,2.71429,0.0567513,153,0,0,0.0516523
VS,29,4,2,2,2,1,2,0,1,1,4129,29,2102.29,36.8571,2,0.0516523,153,0,0,0.05625
VS,30,4,2,2,2,1,2,0,1,1,4129,30,2115.29,31.5714,1.85714,0.05625,153,0,0,0.119133
VS,31,4,2,2,2,1,2,0,1,1,4129,31,2140.14,40.5714,4.71429,0.119133,153,0,0,0.0832354
VS,32,4,2,2,2,1,2,0,1,1,4129,32,2172.71,61.8571,5,0.0832354,153,0,0,0.0934492
VS,33,4,2,2,2,1,2,0,1,1,4129,33,2221.43,84,7.71429,0.0934492,153.429,0.142857,0.00168067,0.0829684
VS,34,4,2,2,2,1,2,1,1,1,4129,34,2277.71,108.571,9,0.0829684,154,0,0,0.0702348
VS,35,4,2,2,2,1,2,1,1,1,4129,35,2350.43,129.286,9.14286,0.0702348,154.571,0.142857,0.00105042,0.07504
VS,36,4,2,2,2,1,2,1,2,1,4129,36,2412.29,135.429,10.2857,0.07504,155,0,0,0.0725315
ZG,11,5,3,3,2,2,3,3,0,0,302,11,11.2857,12.7143,1.42857,0.134965,0,0,0,0.150632
ZG,12,0,0,0,0,0,0,0,0,0,302,12,39,40.4286,5.71429,0.150632,0,0,0,0.0891505
ZG,13,0,0,0,0,0,0,0,0,0,302,13,84,79.7143,6.85714,0.0891505,0.285714,0.142857,0.00162337,0.0708756
ZG,14,0,0,0,0,0,0,0,0,0,302,14,130.286,92.2857,6.42857,0.0708756,1.28571,0.142857,0.0015361,0.0401404
ZG,15,0,0,0,0,0,0,0,0,0,302,15,162.857,73,3.14286,0.0401404,3.42857,0.428571,0.00627593,0.0292836
ZG,16,0,0,0,0,0,0,0,0,0,302,16,172,36.7143,1,0.0292836,5.85714,0.285714,0.0091278,0.0669807
ZG,17,0,0,0,0,0,0,0,0,0,302,17,178.143,14.1429,0.857143,0.0669807,7.85714,0.142857,0.0102041,0.0744297
ZG,18,0,0,0,1,1,0,0,0,0,302,18,187.286,15.2857,1.14286,0.0744297,8,0,0,0.0428571
ZG,19,0,0,0,1,1,0,0,0,0,302,19,191.714,12.5714,0.571429,0.0428571,8,0,0,0.0924603
ZG,20,2,1,0,2,1,1,0,0,0,302,20,196.429,9.28571,0.857143,0.0924603,8,0,0,0.047619
ZG,21,2,1,0,2,1,1,0,0,0,302,21,199.714,8,0.428571,0.047619,8,0,0,0
ZG,22,2,1,0,2,1,1,0,0,0,302,22,202,4.71429,0,0,8.71429,0.142857,0.0285714,0
ZG,23,3,1,2,2,1,2,0,0,0,302,23,202,2,0,0,9,0,0,0.225397
ZG,24,3,1,2,2,1,2,0,0,0,302,24,207.857,7.28571,1.28571,0.225397,9,0,0,0.0457876
ZG,25,3,1,2,2,1,2,0,0,0,302,25,214.571,12.8571,0.571429,0.0457876,9,0,0,0.0796537
ZG,26,4,2,2,2,1,2,0,0,0,302,26,218.857,10.5714,0.857143,0.0796537,9,0,0,0.128922
ZG,27,4,2,2,2,1,2,0,0,0,302,27,229.571,16.7143,2,0.128922,9,0,0,0.084079
ZG,28,4,2,2,2,1,2,0,1,0,302,28,243.571,25.4286,2.14286,0.084079,9,0,0,0.0443224
ZG,29,3,1,1,2,1,2,0,1,0,302,29,256.857,26.7143,1.28571,0.0443224,9,0,0,0.0656658
ZG,30,3,1,1,2,1,2,0,1,0,302,30,268.143,24.4286,1.71429,0.0656658,9,0,0,0.0930507
ZG,31,3,1,1,2,1,2,0,1,0,302,31,281.714,26.2857,2.42857,0.0930507,9,0,0,0.0438421
ZG,32,3,1,1,2,1,2,0,1,0,302,32,296,27.5714,1.28571,0.0438421,9,0,0,0.078818
ZG,33,3,1,1,2,1,2,0,1,0,302,33,308.429,25.5714,2.14286,0.078818,9,0,0,0.0662371
ZG,34,3,1,1,2,1,2,2,1,0,302,34,320.143,25.5714,1.57143,0.0662371,9,0,0,0.0917207
ZG,35,3,1,1,2,1,2,2,1,0,302,35,340.714,32.5714,3,0.0917207,9,0,0,0.0903344
ZG,36,3,1,1,2,1,2,2,1,0,302,36,361.429,42.5714,3.85714,0.0903344,9,0,0,0.0643089
ZH,11,5,3,3,2,2,3,3,0,0,5699,11,140.429,176.143,30,0.176402,0.142857,0.142857,0.00045208,0.151351
ZH,12,0,0,0,0,0,0,0,0,0,5699,12,658.571,735.429,104,0.151351,3.14286,0.714286,0.00088129,0.0783904
ZH,13,0,0,0,0,0,0,0,0,0,5699,13,1450.57,1382.14,106.286,0.0783904,13.2857,2.28571,0.00159812,0.0684105
ZH,14,0,0,0,0,0,0,0,0,0,5699,14,2220.71,1562.86,108.286,0.0684105,38.1429,4.28571,0.00274126,0.0531301
ZH,15,0,0,0,0,0,0,0,0,0,5699,15,2823.86,1319.71,71.8571,0.0531301,66.7143,3.85714,0.00293466,0.0419212
ZH,16,0,0,0,0,0,0,0,0,0,5699,16,3118.71,824.857,33.5714,0.0419212,95.1429,3.71429,0.00449359,0.0510904
ZH,17,0,0,0,0,0,0,0,0,0,5699,17,3315,456.286,22.8571,0.0510904,111.857,1.42857,0.00304483,0.0419739
ZH,18,0,0,0,1,1,0,0,0,0,5699,18,3442.86,301.714,13.2857,0.0419739,121.571,1.14286,0.00337292,0.0481053
ZH,19,0,0,0,1,1,0,0,0,0,5699,19,3509.29,180.286,8.71429,0.0481053,124.857,0.428571,0.00234601,0.0395424
ZH,20,2,1,0,2,1,1,0,0,0,5699,20,3548.43,98.2857,3.85714,0.0395424,126.429,0.142857,0.0015873,0.0426073
ZH,21,2,1,0,2,1,1,0,0,0,5699,21,3570.71,54.4286,2.42857,0.0426073,128.857,0.428571,0.00818554,0.0897741
ZH,22,2,1,0,2,1,1,0,0,0,5699,22,3592.43,44,4,0.0897741,130,0,0,0.067188
ZH,23,3,1,2,2,1,2,0,0,0,5699,23,3616.14,46.5714,3.28571,0.067188,130,0,0,0.05446
ZH,24,3,1,2,2,1,2,0,0,0,5699,24,3632.71,39.7143,2.14286,0.05446,130,0,0,0.110772
ZH,25,3,1,2,2,1,2,0,0,1,5699,25,3668.14,54.1429,6,0.110772,130,0,0,0.10581
ZH,26,4,2,2,2,1,2,0,0,1,5699,26,3719,94.2857,10.2857,0.10581,130,0,0,0.11919
ZH,27,4,2,2,2,1,2,0,0,1,5699,27,3870,224.286,26.4286,0.11919,131,0.142857,0.00104275,0.0623913
ZH,28,3,1,1,2,1,2,0,1,2,5699,28,4023.86,312.857,19.4286,0.0623913,132.429,0.285714,0.000909919,0.0733984
ZH,29,3,1,1,2,1,2,0,1,2,5699,29,4167.14,290.143,21.1429,0.0733984,133.714,0.142857,0.000527149,0.0701295
ZH,30,3,1,1,2,1,2,0,1,2,5699,30,4320.29,299,21,0.0701295,135.429,0.285714,0.00095457,0.0821305
ZH,31,3,1,1,2,1,2,0,1,2,5699,31,4484.14,321.429,26.4286,0.0821305,136,0,0,0.0812505
ZH,32,3,1,1,2,1,2,0,1,2,5699,32,4668.57,359.714,29.2857,0.0812505,137.429,0.285714,0.000833694,0.101626
ZH,33,3,1,1,2,1,2,0,1,2,5699,33,4972.29,515.143,51.5714,0.101626,139,0.142857,0.000318877,0.0835499
ZH,34,3,1,1,2,1,2,1,1,2,5699,34,5371.14,728.286,60.5714,0.0835499,139.429,0.142857,0.00018797,0.0813586
ZH,35,3,1,1,2,1,2,1,2,2,5699,35,5824.29,869.429,71.4286,0.0813586,141.143,0.285714,0.000345716,0.0707328
ZH,36,3,1,1,2,1,2,1,2,2,5699,36,6300.86,940.857,66.7143,0.0707328,142,0,0,0.0731536